"region","age","level of education","sex","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"SE23 West Sweden","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",3188,3859,3900,3847,4253,5952,5629,7092,8120,9228,9530,9484,9270,9490,9469,9285,9662,10358,10987,11169,10840,10908,11287,11868,12596,13934,14589,14771,14840,14969,14708,14268,13038,12100,11589,11757
"SE23 West Sweden","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","men",295,316,361,356,288,544,368,197,161,287,352,403,416,388,447,2054,2147,2207,2411,2526,2482,2195,2342,2388,2436,2498,2485,2667,2976,3093,3082,3138,3034,2936,2679,2686
"SE23 West Sweden","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","women",582,668,756,767,704,889,705,441,383,625,906,1213,1548,1687,1557,3485,3398,3271,3469,3649,3713,3549,3498,3526,3691,3823,4016,4381,4770,4910,4884,4880,4834,4659,4228,3997
"SE23 West Sweden","16-24 years","post-graduate education (ISCED97 6)","men",2,1,1,0,0,2,2,1,1,6,4,3,2,1,2,9,20,22,11,6,4,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0
"SE23 West Sweden","16-24 years","post-graduate education (ISCED97 6)","women",1,1,1,1,0,1,1,1,1,2,0,0,0,0,1,4,11,12,6,6,4,0,1,1,2,3,2,1,2,2,1,0,0,0,0,0
"SE23 West Sweden","16-24 years","no information about level of educational attainment","men",8825,7281,7020,6616,7220,1510,2577,3232,4474,4392,2850,2993,2956,3191,3283,3314,3731,3388,3790,3914,4020,4845,4737,4906,5025,4980,4826,4876,5167,5294,5767,6669,7056,7559,7706,6431
"SE23 West Sweden","16-24 years","no information about level of educational attainment","women",6198,4976,4935,4753,5443,1085,2137,2888,4175,3959,2525,2717,2653,3022,3155,3106,3165,2905,3318,3363,3321,4107,3733,3831,4075,3871,3733,3685,3927,4093,4451,4959,5161,4995,4833,4407
"SE23 West Sweden","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","men",4811,3556,2175,1447,864,2067,1908,1814,1707,1943,1894,1778,1525,1418,1335,1066,968,1001,1179,1234,1356,1489,1771,1951,2135,2387,2597,2729,2839,2949,3004,3247,3280,3218,3043,2808
"SE23 West Sweden","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","women",3342,2801,1940,1605,1250,1946,1794,1774,1663,2079,2167,2092,1862,1773,1764,1606,1561,1606,1702,1759,1868,1934,2132,2235,2354,2582,2696,2728,2892,3133,3115,3208,3185,3023,2819,2551
"SE23 West Sweden","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","men",24507,24257,23189,21901,19968,24720,23835,22426,21248,20183,19392,18747,19109,18394,17564,13033,12072,11657,11644,11994,11889,11889,11712,11605,11539,11736,11815,11856,11568,11397,11678,12139,12203,12370,12384,12418
"SE23 West Sweden","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","women",22318,21965,21469,20818,19064,19061,18239,16542,15723,15209,14870,14657,15046,14929,14451,9898,9054,8616,8432,8443,8114,7913,7789,7650,7608,7592,7627,7519,7378,7230,7310,7578,7632,7685,7749,7715
"SE23 West Sweden","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","men",35927,37989,40174,42653,44900,49437,50828,52107,52512,53426,53985,54041,53175,51553,48712,44432,39867,34659,29901,25619,21928,18044,15082,12532,10544,9522,9214,9896,10588,10888,10752,11141,11362,11557,11604,11500
"SE23 West Sweden","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","women",38227,39347,40343,41543,43423,48163,48560,48979,48752,48436,47672,46543,44943,42761,39777,33147,28828,24565,20811,17716,15167,12806,10835,9168,7868,7266,7282,7776,8206,8369,8378,8593,8830,9093,9059,9038
"SE23 West Sweden","25-34 years","upper secondary education 3 years (ISCED97 3A)","men",12310,11736,11726,11949,12306,14865,15423,15678,15534,16699,16905,16961,17673,18353,20347,25340,28170,31129,33369,35677,38128,40597,42796,44586,45768,46418,46964,46947,48136,49843,52145,54108,56085,57803,58857,58960
"SE23 West Sweden","25-34 years","upper secondary education 3 years (ISCED97 3A)","women",10881,10862,11241,12004,13253,15467,17152,18555,19462,21177,21991,22505,23069,23309,23721,30226,31543,32483,32889,33523,34100,34584,34764,34910,34930,34884,34754,34752,35249,36042,37568,38754,40015,40668,41006,40835
"SE23 West Sweden","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",10778,11441,11939,12185,13141,15974,16608,18343,19848,21548,22295,23099,23630,24028,24022,20101,18979,18200,17733,17058,16619,16291,16057,16077,16657,17439,18258,18749,19673,20521,21415,22762,23864,24565,25039,25053
"SE23 West Sweden","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",14776,15255,15242,15037,15429,18548,18553,19468,20331,21704,22247,22742,22996,23247,23559,19708,18878,18286,17870,17280,16527,15936,15750,15831,16577,17500,18342,19185,20130,21064,22015,23140,24070,25291,25720,25512
"SE23 West Sweden","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","men",10785,10734,10637,10437,10827,12325,11635,10680,10202,10539,10661,10744,10921,11158,11770,18076,19734,21563,22996,24647,26249,26818,27206,27578,27579,27762,28109,28230,28494,29141,29633,30556,31400,32844,33506,33929
"SE23 West Sweden","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","women",9221,9351,9331,9344,9719,11237,10966,10483,10216,10891,11261,11857,13007,13993,15627,23126,25861,28452,31068,33814,36514,38345,39497,40300,40601,40901,41674,42385,43246,44267,45398,46932,48173,50022,51658,52848
"SE23 West Sweden","25-34 years","post-graduate education (ISCED97 6)","men",296,363,357,359,405,458,460,422,411,494,518,536,581,577,649,738,796,861,873,921,943,859,812,794,781,751,786,764,736,815,884,916,892,884,924,885
"SE23 West Sweden","25-34 years","post-graduate education (ISCED97 6)","women",125,134,130,130,154,102,119,118,120,185,200,206,227,240,291,381,457,465,499,511,539,553,528,541,509,490,517,511,490,532,552,521,541,568,584,570
"SE23 West Sweden","25-34 years","no information about level of educational attainment","men",14884,14738,15263,15943,17854,2947,3880,4793,5767,3226,2737,2890,2176,2285,1816,1726,1988,1930,2129,2173,2338,2753,2909,3341,3593,3703,3634,3477,3619,3685,4143,4783,5517,5776,6390,6309
"SE23 West Sweden","25-34 years","no information about level of educational attainment","women",11301,10547,10875,10940,11730,1575,2490,3273,4404,2247,2061,2182,1997,2109,1856,1560,1754,1635,1934,1953,1919,2238,2180,2504,2773,2870,2776,2748,2906,2831,2968,3366,3813,4145,4626,4218
"SE23 West Sweden","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","men",33163,31188,28429,25531,22036,19021,15697,12736,10147,8183,6559,5138,3888,3142,2700,2213,2125,2069,2156,2152,2087,2118,2169,2192,2196,2280,2354,2463,2644,2856,3100,3384,3582,3838,3967,4044
"SE23 West Sweden","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","women",26073,24196,21557,19052,15946,13115,10834,8566,6842,5821,5032,4250,3608,3141,2959,2619,2543,2566,2600,2666,2723,2733,2821,2910,3034,3147,3344,3469,3600,3755,3919,4044,4242,4346,4340,4316
"SE23 West Sweden","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","men",12494,13935,15709,18175,20474,20316,21590,22686,23511,24201,24524,24777,25058,24791,24426,21488,20407,19265,18017,16791,15861,15074,14549,13702,12960,11958,11142,10675,10795,11128,11067,11134,11036,10874,10786,11034
"SE23 West Sweden","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","women",15935,16714,17491,18659,19185,18189,18552,17899,17807,18012,18107,17988,18052,17963,17692,13895,12915,11942,11055,10330,9824,9312,8933,8444,7996,7553,7126,6867,6837,6886,6770,6730,6622,6551,6513,6468
"SE23 West Sweden","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","men",29871,30805,31630,31688,31023,34331,35268,36133,36937,38206,39283,40623,41887,43316,45368,48264,49707,51034,51863,52220,52449,52343,51404,49787,47263,43639,39477,34893,30669,26994,23688,20292,17673,15328,13540,12767
"SE23 West Sweden","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","women",38051,39012,39757,39661,39322,42263,42006,42806,42391,42375,42618,42964,43248,43330,44202,43491,43077,42235,41261,39977,38609,37131,35442,33551,31220,28358,25290,22195,19523,17195,15255,13487,11975,10760,9930,9501
"SE23 West Sweden","35-44 years","upper secondary education 3 years (ISCED97 3A)","men",18318,18215,17560,16836,15637,16937,15906,15067,14191,14020,13602,13234,13270,13322,13598,14917,15628,16224,16572,16967,17387,17868,18580,19550,21269,23527,25869,28624,30865,33098,35358,37619,39567,41110,41998,42717
"SE23 West Sweden","35-44 years","upper secondary education 3 years (ISCED97 3A)","women",7224,7759,8286,8612,8975,10432,10569,10910,10937,11563,11729,11869,12133,12659,13459,18035,19945,21962,23579,24572,25529,26460,27206,27524,27744,28090,28427,28634,28870,29227,29453,29616,29653,29623,29412,29251
"SE23 West Sweden","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",8481,9158,9666,10120,10845,13340,13675,14013,14502,15367,15803,16117,16510,17036,17700,18186,18938,19668,20199,20567,20650,20804,20958,20669,20101,19627,18992,18229,17737,17599,17631,17664,17725,18044,18592,19114
"SE23 West Sweden","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",11730,12685,13295,13897,14904,17945,18315,19046,19574,20427,20587,20879,20940,21160,21552,21233,21733,22106,22544,22469,21721,21392,21131,20596,19905,19246,18454,17578,17037,16753,16582,16683,16905,17228,17809,18669
"SE23 West Sweden","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","men",14305,14731,15002,14992,15373,16461,16326,15974,15429,15735,15478,15359,15203,15019,15236,16297,16506,17149,17709,18384,19311,20414,21592,22773,24149,25467,26635,27637,28738,29844,31137,32202,32839,33878,34590,35211
"SE23 West Sweden","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","women",13554,14187,14509,14564,14711,15427,15261,14889,14579,14876,14639,14611,14791,15085,15661,18055,18972,20045,21126,22777,25259,27487,29972,32215,34710,37141,39335,41400,43122,45281,47240,48755,49899,50942,51945,52898
"SE23 West Sweden","35-44 years","post-graduate education (ISCED97 6)","men",1336,1350,1350,1334,1305,1116,1138,1109,1108,1231,1227,1251,1260,1265,1357,1463,1540,1612,1662,1716,1786,1844,1886,1895,1910,1945,1990,1999,2018,2053,2077,2138,2203,2298,2352,2410
"SE23 West Sweden","35-44 years","post-graduate education (ISCED97 6)","women",602,630,635,596,573,257,265,265,266,337,365,380,401,443,517,597,674,728,811,913,997,1083,1129,1209,1288,1348,1404,1409,1501,1536,1608,1666,1713,1788,1795,1839
"SE23 West Sweden","35-44 years","no information about level of educational attainment","men",7459,7317,7612,7792,8292,1832,2304,2720,3482,2204,2018,2174,1794,1829,1537,1409,1458,1288,1286,1294,1188,1305,1436,1514,1602,1676,1688,1782,1997,2110,2393,2727,3130,3527,4168,4296
"SE23 West Sweden","35-44 years","no information about level of educational attainment","women",5013,4927,5305,5612,6179,1022,1448,1841,2530,1472,1362,1509,1437,1499,1252,1117,1134,1034,1151,1133,1052,1092,1030,1152,1156,1187,1176,1246,1333,1318,1429,1628,1921,2118,2371,2400
"SE23 West Sweden","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","men",39019,38204,37546,37386,37308,38190,37800,36634,35332,33864,32065,30111,27229,24417,21240,17283,14278,11681,9465,7497,6027,4774,3860,3211,2856,2723,2695,2656,2659,2760,2817,2909,2974,3010,3037,3093
"SE23 West Sweden","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","women",37459,36016,34950,34237,32792,30700,29534,26996,25424,23964,22192,20499,18337,16326,14283,11532,9677,8035,6621,5482,4763,4143,3759,3489,3393,3330,3368,3447,3549,3715,3824,3925,4019,4144,4193,4249
"SE23 West Sweden","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","men",4275,4453,4711,5125,5648,6455,7376,8209,9343,10510,11629,12800,14483,16363,18135,18466,19551,20734,21466,21956,22190,22355,22092,21589,20879,20216,19272,18157,17066,15989,15159,14462,14014,13322,12620,11701
"SE23 West Sweden","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","women",8404,8692,9145,9666,9983,10255,10983,10948,11628,12167,12707,13253,13897,15093,16000,14759,14891,15026,14847,14735,14522,14212,13701,13198,12572,11905,11202,10491,9870,9264,8839,8517,8259,7860,7483,7041
"SE23 West Sweden","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","men",17714,18498,19757,21140,22413,23562,24790,26310,27537,28739,29710,30552,31512,31961,32420,34757,35863,36766,37723,38774,39830,41246,42396,43932,45841,47369,48882,50091,50854,51353,51769,51695,50968,49358,47090,43776
"SE23 West Sweden","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","women",23108,23811,24853,26517,28916,32762,34611,37869,39530,40723,41797,42673,43048,42624,41812,42823,42422,42026,41262,40871,40616,40422,40153,39652,39860,39790,39386,38855,38223,37292,36209,35006,33604,32038,30000,27602
"SE23 West Sweden","45-54 years","upper secondary education 3 years (ISCED97 3A)","men",11007,11447,12215,13109,13982,16387,17250,18235,18920,19634,19933,20001,19545,18940,18036,17163,16241,15483,14720,14154,13784,13479,13630,13773,14205,14685,15349,15873,16444,16916,17319,17788,18620,19567,21215,23325
"SE23 West Sweden","45-54 years","upper secondary education 3 years (ISCED97 3A)","women",2731,2918,3145,3545,4084,5568,6161,7004,7711,8449,9135,9734,10251,10518,10777,11768,12115,12518,12946,13440,13983,14598,15417,16488,17837,19150,20648,22103,23379,24366,25214,25950,26629,26836,26988,27092
"SE23 West Sweden","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",4642,4997,5435,5895,6426,8033,8572,9248,9954,10666,11478,12188,12790,13364,13826,14322,14769,15144,15574,15894,15977,16302,16719,17243,17838,18550,19169,19944,20386,20857,21244,21639,21964,21933,21509,21027
"SE23 West Sweden","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",5572,6058,6654,7280,8180,10491,11354,12235,13189,14302,15323,16257,17129,17879,18592,17160,17698,18369,19263,19534,18982,19165,19351,19610,20001,20466,20747,20967,21082,21286,21568,21791,21916,21708,21222,20666
"SE23 West Sweden","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","men",6486,6887,7397,8199,9601,11101,12020,12949,13960,15090,15870,16330,16721,16764,16788,17171,17286,17293,17077,17013,17024,17086,17241,17435,17871,18219,18512,18941,19455,20128,20931,22095,23244,24377,25749,27128
"SE23 West Sweden","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","women",6398,6936,7557,8516,9471,10744,11845,12988,14094,15071,15988,16537,16995,17094,17193,19689,19803,19973,19751,20071,21014,21478,22203,23198,24197,25061,26231,27311,28520,29622,31121,32892,35022,36953,39144,41313
"SE23 West Sweden","45-54 years","post-graduate education (ISCED97 6)","men",983,1043,1128,1255,1350,1393,1429,1464,1498,1548,1600,1617,1589,1573,1567,1561,1614,1606,1620,1647,1655,1655,1683,1709,1784,1859,1903,1963,2008,2050,2104,2153,2250,2285,2343,2384
"SE23 West Sweden","45-54 years","post-graduate education (ISCED97 6)","women",246,292,356,432,502,317,343,373,387,426,440,459,478,467,494,541,573,594,621,671,722,753,815,868,977,1048,1117,1204,1301,1376,1471,1558,1630,1707,1801,1867
"SE23 West Sweden","45-54 years","no information about level of educational attainment","men",3908,3885,4059,4328,4727,1180,1372,1603,1846,1329,1341,1412,1164,1171,999,969,1035,937,954,944,911,1172,1046,1086,1130,1136,1033,1021,1099,1095,1113,1271,1468,1654,1876,2038
"SE23 West Sweden","45-54 years","no information about level of educational attainment","women",2733,2617,2755,2837,3113,562,733,889,1187,802,873,930,865,911,860,788,825,770,804,811,745,982,809,837,834,850,773,740,783,758,746,875,939,1056,1140,1154
"SE23 West Sweden","55-64 years","primary and secondary education less than 9 years (ISCED97 1)","men",48388,46320,44712,43010,41327,41431,40034,38941,37925,37390,36554,35751,35162,35044,35093,34440,34081,33229,32029,30529,28910,27113,24777,22350,19574,16682,13916,11472,9323,7456,6063,4893,4003,3393,3097,2932
"SE23 West Sweden","55-64 years","primary and secondary education less than 9 years (ISCED97 1)","women",53524,51160,48988,46803,44596,43133,41091,38721,36987,35552,33834,32134,30810,29784,28790,27508,26338,24989,23564,21997,20323,18747,16853,14988,13115,11313,9630,8139,6828,5763,5101,4555,4218,3970,3888,3821
"SE23 West Sweden","55-64 years","primary and secondary education 9-10 years (ISCED97 2)","men",3504,3484,3495,3490,3476,3520,3555,3570,3663,3802,3984,4166,4568,5029,5601,6015,6858,7789,8803,9831,10854,11839,13027,14594,16157,17462,18510,19613,20293,20677,20850,20976,20675,20237,19660,19106
"SE23 West Sweden","55-64 years","primary and secondary education 9-10 years (ISCED97 2)","women",7247,7196,7193,7168,7044,6794,6900,6861,6918,7107,7246,7403,7837,8307,8859,9070,9635,10188,10785,11237,11662,12107,12486,12947,13454,13868,14009,14093,13940,13815,13565,13231,12775,12276,11740,11128
"SE23 West Sweden","55-64 years","upper secondary education, 2 years or less (ISCED97 3C)","men",15126,14992,14878,14773,14718,14509,14768,15248,15667,16185,16731,17332,18362,19535,20770,22888,24192,25601,26886,28167,29197,30119,31103,31647,32027,32600,33730,34669,35680,36824,38037,39609,40675,42246,44118,45698
"SE23 West Sweden","55-64 years","upper secondary education, 2 years or less (ISCED97 3C)","women",19153,19339,19574,19778,20168,21148,21586,23067,23811,24822,25579,26440,27627,29261,31175,33827,35823,37657,39351,40503,41559,42366,42820,42812,41976,41049,40644,40095,39462,39157,38916,38846,38384,37971,38228,38127
"SE23 West Sweden","55-64 years","upper secondary education 3 years (ISCED97 3A)","men",9554,9444,9452,9373,9143,9875,10025,10275,10607,11050,11529,12100,12886,13860,14950,15864,16775,17711,18362,18826,19035,19169,18692,18086,17269,16454,15565,14809,14144,13648,13370,13161,13508,13646,14037,14521
"SE23 West Sweden","55-64 years","upper secondary education 3 years (ISCED97 3A)","women",2125,2076,2084,2049,2114,2695,2736,2930,3068,3277,3523,3834,4190,4713,5209,5778,6392,7103,7826,8502,9253,9915,10531,10929,11386,11819,12238,12592,12936,13389,13899,14514,15365,16390,17657,19005
"SE23 West Sweden","55-64 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",3250,3337,3394,3469,3553,4095,4239,4473,4682,5018,5341,5719,6261,6818,7491,8055,8622,9266,9999,10705,11549,12195,12760,13396,13879,14375,14844,15138,15461,15789,15957,16289,16691,17308,17970,18712
"SE23 West Sweden","55-64 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",3117,3219,3338,3483,3735,4650,4991,5443,5833,6336,6766,7278,8004,8842,9722,9292,10160,11035,11985,12904,13713,14504,15174,15828,16423,16950,17317,17795,18188,18424,18563,18894,19180,19561,19920,20398
"SE23 West Sweden","55-64 years","post-secondary education 3 years or more (ISCED97 5A)","men",4734,4841,5043,5120,5446,5751,5930,6204,6466,6774,6992,7400,8063,8950,9868,10984,11947,12893,13994,14965,15802,16354,16869,17041,17138,17155,17368,17358,17138,17098,17100,17306,17449,17659,18083,18492
"SE23 West Sweden","55-64 years","post-secondary education 3 years or more (ISCED97 5A)","women",3196,3475,3821,4120,4428,4636,4995,5333,5670,6200,6592,7179,7859,8820,9778,12219,13370,14601,15742,16739,17878,18673,19324,19749,20108,20493,20893,21281,21524,21884,22253,22700,23211,24096,25159,26030
"SE23 West Sweden","55-64 years","post-graduate education (ISCED97 6)","men",480,518,559,599,639,666,714,783,843,943,995,1049,1146,1255,1359,1495,1550,1583,1648,1677,1743,1773,1749,1725,1726,1690,1751,1750,1755,1783,1781,1795,1825,1866,1929,1985
"SE23 West Sweden","55-64 years","post-graduate education (ISCED97 6)","women",100,107,122,134,151,129,141,147,168,186,210,236,277,329,364,401,452,506,539,602,641,657,704,723,745,792,835,884,920,960,979,1034,1086,1152,1249,1320
"SE23 West Sweden","55-64 years","no information about level of educational attainment","men",2956,2868,2966,2919,3010,619,698,772,949,1004,946,963,890,924,906,914,1012,1014,1062,1023,948,979,918,885,848,860,741,743,752,768,812,848,900,966,1043,1082
"SE23 West Sweden","55-64 years","no information about level of educational attainment","women",2491,2349,2373,2362,2426,489,581,680,904,1051,1095,1151,1066,1043,994,1022,1075,1049,1021,985,917,946,895,881,855,845,716,729,709,694,726,796,852,859,893,891
"SE23 West Sweden","65-74 years","primary and secondary education less than 9 years (ISCED97 1)","men",49149,48948,48154,47290,46341,45287,44465,43478,42738,41840,40220,38684,37435,36158,35019,34061,32999,32410,31673,31249,30530,29951,29614,29602,29720,29807,29633,28999,28070,26840,25445,23900,21815,19606,17111,14466
"SE23 West Sweden","65-74 years","primary and secondary education less than 9 years (ISCED97 1)","women",60476,60339,59443,58555,57331,56084,54984,53354,52083,50683,48283,46032,43959,41942,39969,38133,36249,34718,33177,31857,30305,28789,27617,26668,25747,24900,23952,22741,21522,20173,18667,17237,15455,13708,11995,10293
"SE23 West Sweden","65-74 years","primary and secondary education 9-10 years (ISCED97 2)","men",2981,2983,2946,2968,2918,2928,2919,2883,2905,2873,2824,2819,2868,2868,2919,2932,2998,3073,3172,3309,3477,3669,3937,4279,4723,5254,6049,6874,7826,8833,9784,10689,11766,13083,14404,15403
"SE23 West Sweden","65-74 years","primary and secondary education 9-10 years (ISCED97 2)","women",6250,6378,6435,6557,6658,6688,6735,6625,6592,6518,6363,6269,6231,6151,6094,6063,6125,6283,6362,6551,6697,6846,7153,7539,7904,8384,8939,9458,10083,10519,10946,11307,11618,12000,12389,12605
"SE23 West Sweden","65-74 years","upper secondary education, 2 years or less (ISCED97 3C)","men",10801,11217,11567,11963,12208,12490,12612,12666,12795,12776,12653,12534,12475,12326,12306,12485,12789,13190,13670,14152,14659,15300,16284,17548,18804,20056,21131,22304,23355,24412,25211,25981,26669,27318,27847,28693
"SE23 West Sweden","65-74 years","upper secondary education, 2 years or less (ISCED97 3C)","women",12047,12937,13720,14423,15088,15752,16372,17097,17818,18247,18571,18868,19311,19701,20086,20544,21036,21673,22384,23303,24077,24946,26083,27705,29573,31500,33273,34914,36334,37416,38345,38931,39091,39117,38458,37832
"SE23 West Sweden","65-74 years","upper secondary education 3 years (ISCED97 3A)","men",5629,6082,6496,6844,7243,7572,7966,8200,8365,8495,8491,8514,8624,8626,8640,8739,8943,9189,9480,9884,10348,10862,11661,12530,13572,14453,15289,16112,16720,17157,17368,17425,17166,16624,15920,15177
"SE23 West Sweden","65-74 years","upper secondary education 3 years (ISCED97 3A)","women",1452,1551,1667,1779,1833,1882,1970,2002,2089,2145,2168,2195,2233,2262,2359,2528,2622,2795,2916,3091,3325,3631,3955,4461,4936,5458,6037,6699,7386,8039,8730,9361,10061,10417,10835,11304
"SE23 West Sweden","65-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",1934,2066,2200,2289,2394,2502,2657,2796,2934,3028,3101,3211,3309,3443,3549,3719,3907,4103,4301,4594,4871,5195,5714,6231,6864,7467,8055,8698,9360,10028,10843,11459,12017,12645,13076,13505
"SE23 West Sweden","65-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",2028,2132,2264,2359,2413,2591,2693,2815,2988,3198,3378,3499,3705,3913,4192,3990,4241,4606,4886,5266,5604,6053,6673,7333,8100,8907,9719,10541,11361,12208,13063,13778,14392,15100,15683,16130
"SE23 West Sweden","65-74 years","post-secondary education 3 years or more (ISCED97 5A)","men",2748,2873,2942,3091,3278,3487,3654,3778,3972,4170,4419,4595,4807,4964,5080,5278,5472,5706,5974,6272,6502,6917,7518,8358,9291,10289,11225,12187,13281,14204,15014,15495,15917,16109,16158,16134
"SE23 West Sweden","65-74 years","post-secondary education 3 years or more (ISCED97 5A)","women",1496,1549,1612,1709,1857,1910,2118,2272,2487,2709,2936,3201,3544,3824,4139,4940,5371,5747,6213,6718,7176,7799,8574,9689,10716,11824,12991,14182,15401,16343,17364,18137,18761,19104,19441,19801
"SE23 West Sweden","65-74 years","post-graduate education (ISCED97 6)","men",287,291,305,321,334,312,341,356,384,398,430,475,523,548,594,640,684,754,821,914,964,1036,1120,1242,1327,1439,1498,1560,1610,1635,1679,1705,1698,1687,1663,1639
"SE23 West Sweden","65-74 years","post-graduate education (ISCED97 6)","women",34,47,45,49,55,55,62,69,79,84,91,100,107,108,116,129,142,149,173,200,222,255,302,354,394,426,479,538,569,637,687,710,745,778,786,842
"SE23 West Sweden","65-74 years","no information about level of educational attainment","men",2323,2223,2140,2113,2120,2136,2001,1833,1716,1661,1562,1431,1305,1173,1093,1035,1025,1070,1109,1128,1150,1158,1166,1168,1197,1225,1245,1242,1213,1138,1108,1127,1087,1049,981,968
"SE23 West Sweden","65-74 years","no information about level of educational attainment","women",3263,2985,2821,2707,2642,2624,2470,2269,2131,2134,2085,1993,1857,1722,1601,1454,1449,1500,1523,1486,1475,1433,1394,1391,1418,1402,1390,1337,1299,1258,1229,1274,1219,1141,1080,1054
"SE31 North-Central Sweden","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","men",8,55,43,73,54,249,158,126,100,122,160,120,104,91,77,66,74,147,184,213,224,238,297,361,381,416,458,478,545,618,763,832,750,659,658,551
"SE31 North-Central Sweden","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","women",17,53,47,73,53,178,138,131,100,172,180,155,106,85,80,96,98,138,163,190,195,177,222,252,292,360,415,445,457,515,563,579,534,487,400,323
"SE31 North-Central Sweden","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","men",21300,20679,20067,19986,19843,20454,19953,19503,18444,17644,18969,18894,19272,19127,19454,18733,19031,19386,19407,19999,20622,21482,22068,22419,22178,21115,19932,19045,17989,17841,17371,17462,17679,17749,17976,18119
"SE31 North-Central Sweden","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","women",20533,19761,19606,19518,19320,19037,18519,18002,17189,16655,17552,17415,17812,17852,17860,17154,17105,17440,18028,18523,19058,19805,20347,20555,20218,19354,18346,17453,16313,15990,15520,15591,15500,15584,15859,16109
"SE31 North-Central Sweden","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","men",21536,22142,22545,22752,22103,21635,19610,17406,15160,12478,8527,5551,3652,2064,1101,1445,1672,2106,2009,1883,1600,1894,2203,2200,2191,2161,2036,1835,1659,1652,1709,1735,1554,1475,1397,1514
"SE31 North-Central Sweden","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","women",19108,18954,18671,18319,17564,17571,16299,14713,13262,11202,8175,5867,3982,2374,1147,1133,1275,1569,1385,1387,1199,1352,1555,1561,1553,1589,1551,1388,1331,1290,1266,1236,1210,1173,1060,1066
"SE31 North-Central Sweden","16-24 years","upper secondary education 3 years (ISCED97 3A)","men",4836,4873,5062,5124,5227,6368,7585,8432,10229,12577,15062,17420,17659,18143,17951,17434,17063,16718,17182,17833,18358,18458,19045,19715,20423,21067,21498,21835,21599,20989,20181,19105,18415,17732,17422,17490
"SE31 North-Central Sweden","16-24 years","upper secondary education 3 years (ISCED97 3A)","women",6035,6466,6912,7267,7420,8452,9081,9164,9999,11639,13355,14760,14986,15420,15590,14962,14622,14201,14505,14939,15679,15737,16295,17049,17763,18346,18619,18785,18819,18015,17223,16382,15849,14807,14480,14085
"SE31 North-Central Sweden","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",2330,2552,2753,2967,3087,3386,3203,3635,3730,3922,3573,3310,3113,2711,2669,2827,2916,2959,2961,2920,2786,2772,2890,2820,2987,3464,3718,3789,3767,3606,3579,3587,3149,2931,2803,2656
